"Journal","Volume","Year","File","Start","End","DOI","Authors","Title"
"Soosiana","1","1973","01_Soosiana_1973_1_I-IV","I","IV",NA,"","Front matter"
"Soosiana","1","1973","02_Soosiana_1973_1_PinterI_1-3","1","3",NA,"Pintér István","Beköszöntő"
"Soosiana","1","1973","03_Soosiana_1973_1_Krolopp_4-6","4","6",NA,"Krolopp Endre","Dr. Soós Lajos 1879-1972"
"Soosiana","1","1973","04_Soosiana_1973_1_Baba_7-8","7","8",NA,"Bába Károly","Dr. Horváth Andor 1913-1972"
"Soosiana","1","1973","05_Soosiana_1973_1_Vass_9-10","9","10",NA,"Vass Anna","Dr. Gebhardt Antal 1887-1972"
"Soosiana","1","1973","06_Soosiana_1973_1_Szigethy_10","10","10",NA,"Szigethy Anna","Károlyi Árpád 1907-1972"
"Soosiana","1","1973","07_Soosiana_1973_1_PinterL_11-17","11","17",NA,"Pintér László","Magyarország puhatestűinek kritikai jegyzéke"
"Soosiana","1","1973","08_Soosiana_1973_1_Anonim_18","18","18",NA,"","Hírek"
"Soosiana","1","1973","09_Soosiana_1973_1_Szigethy_19-30","19","30",NA,"Szigethy Anna","A Vertigo O. F. Müller, 1774 genus magyarországi fajai (Mollusca, Gastropoda)"
"Soosiana","1","1973","10_Soosiana_1973_1_Baba_31-41","31","41",NA,"Bába Károly","A víztelenedés hatása a mocsárerdők és ligeterdők vizi puhatestűire"
"Soosiana","1","1973","11_Soosiana_1973_1_Vasarhelyi_41-42","41","42",NA,"Vásárhelyi István, ifj.","Ásotthalom csigafaunája"
"Soosiana","1","1973","12_Soosiana_1973_1_Agocsy_43-46","43","46",NA,"Agócsi Pál;Podani János","Egy Aegopis-populáció vizsgálata"
"Soosiana","1","1973","13_Soosiana_1973_1_Krolopp_47-52","47","52",NA,"Krolopp Endre","Mollusca-faunánk faunatörténeti vizsgálatának jelentősége"
"Soosiana","1","1973","14_Soosiana_1973_1_Varga_53-58","53","58",NA,"Varga András","Adatok a Cserhát puhatestű faunájához"
"Soosiana","2","1974","01_Soosiana_1974_2_I-VI","I","VI",NA,"","Front matter"
"Soosiana","2","1974","02_Soosiana_1974_2_Baba_1-6","1","6",NA,"Bába Károly","Javaslatok a magyarországi malakológiai kutatások összehangolására"
"Soosiana","2","1974","03_Soosiana_1974_2_Podani_7-16","7","16",NA,"Podani János;Szigethy Anna","Az Orculidae család magyarországi fajai"
"Soosiana","2","1974","04_Soosiana_1974_2_PinterL_17-18","17","18",NA,"Pintér László","Faunisztikai, nomenklaturai és rendszertani megjegyzések"
"Soosiana","2","1974","05_Soosiana_1974_2_Kovacs_19-25","19","25",NA,"Kovács Gyula","Adatok Nagykanizsa és környéke Mollusca-faunájához"
"Soosiana","2","1974","06_Soosiana_1974_2_Anonim_26","26","26",NA,"","Kurrens külföldi malakológiai folyóiratok magyar kutatóknál"
"Soosiana","2","1974","07_Soosiana_1974_2_PinterI_27-36","27","36",NA,"Pintér István","Újabb adatok a Dunántúl Mollusca-faunájához"
"Soosiana","2","1974","08_Soosiana_1974_2_Taylor_37-44","37","44",NA,"Taylor, D. W.","The Tertiary Gastropod Orygoceras found living = Élő harmadkori Orygocerasok"
"Soosiana","2","1974","09_Soosiana_1974_2_Rekasi_45-50","45","50",NA,"Rékásy József;Richnovszky Andor","Adatok a madarak csigatáplálékának kérdéséhez"
"Soosiana","2","1974","10_Soosiana_1974_2_Subai_51-52","51","52",NA,"Subai Péter","Idegen csigafajok Magyarország faunájában"
"Soosiana","2","1974","11_Soosiana_1974_2_Varga_53-57","53","57",NA,"Varga András","Újabb adatok a Cserhát puhatestű faunájához"
"Soosiana","2","1974","12_Soosiana_1974_2_Anonim_58","58","58",NA,"","Beszámoló"
"Soosiana","2","1974","13_Soosiana_1974_2_PinterL_59-60","59","60",NA,"Pintér László","Az Öregkő-hegy csigái Bajótnál"
"Soosiana","3","1975","01_Soosiana_1975_3_I-VI","I","VI",NA,"","Front matter"
"Soosiana","3","1975","02_Soosiana_1975_3_PinterL_1-4","1","4",NA,"Pintér László","Beszámoló az V. Európai Malakológiai Kongresszusról"
"Soosiana","3","1975","03_Soosiana_1975_3_Bachseitz_5-6","5","6",NA,"Bachseitz, H.","Mya truncata truncata (Linné 1758)"
"Soosiana","3","1975","04_Soosiana_1975_3_Krolopp_7-10","7","10",NA,"Krolopp Endre","Helicella obvia (Hartmann 1840) a magyarországi pleisztocénből"
"Soosiana","3","1975","05_Soosiana_1975_3_PinterI_11-14","11","14",NA,"Pintér István","Cecilioides petitiana (Benoit) mint növényi kártevő"
"Soosiana","3","1975","06_Soosiana_1975_3_Szigethy_15-26","15","26",NA,"S. Szigethy Anna","Az Endodontidae család magyarországi fajai"
"Soosiana","3","1975","07_Soosiana_1975_3_Baba_27-34","27","34",NA,"Bába Károly;Kovács Gyula","Adatok a Királyhágó környéke, a révi szurdokvölgy és a Tordai hasadék Mollusca-faunájához (Román Szocialista Köztársaság)"
"Soosiana","3","1975","08_Soosiana_1975_3_Mienis_35-36","35","36",NA,"Mienis, Henk K.","A note on the Miocene Neritopsis from Lapugy, Roumania = Jegyzet a lapugyi miocén Neritopsisaihoz"
"Soosiana","3","1975","09_Soosiana_1975_3_Varga_37-42","37","42",NA,"Varga András","Adatok a Karancs és a Medves puhatestű faunájához"
"Soosiana","3","1975","10_Soosiana_1975_3_Varga_43-46","43","46",NA,"Varga Zoltán","Az Anisus spirorbis L. abnormális példányairól"
"Soosiana","3","1975","11_Soosiana_1975_3_Baba_47-51","47","51",NA,"Bába Károly","Csigákat fogyasztó gerincesek. A csigák állati eredetű táplálékai"
"Soosiana","3","1975","12_Soosiana_1975_3_Paget_52-53","52","53",NA,"Paget, Oliver E.","Resolution = Az Unitas Malakologica Europaea 1974. évi szeptember havi határozata"
"Soosiana","4","1976","01_Soosiana_1976_4_I-VI","I","VI",NA,"","Front matter"
"Soosiana","4","1976","02_Soosiana_1976_4_Szonoki_1-12","1","12",NA,"Szónoky Miklós","A Nyugati Mecsek D-i előterében mélyített fúrások felső-pannóniai puhatestűinek paleoökológiai és biosztratigráfiai vizsgálata"
"Soosiana","4","1976","03_Soosiana_1976_4_Podani_13-14","13","14",NA,"Podani János","A Sashegy (Budai hg.) csigafaunája"
"Soosiana","4","1976","04_Soosiana_1976_4_Varga_15-16","15","16",NA,"Varga András","Melanoides tuberculata (Müll.) Pöstyénben (Csehszlovákia)"
"Soosiana","4","1976","05_Soosiana_1976_4_Merenyi_17-20","17","20",NA,"Merényi László","Adatok Nógrád megye csigafaunájához"
"Soosiana","4","1976","06_Soosiana_1976_4_Varga_21-26","21","26",NA,"Varga András","Az Aegopinella minor (Stabile) északi középhegységi populációinak anatómiai vizsgálata"
"Soosiana","4","1976","07_Soosiana_1976_4_PinterL_27-38","27","38",NA,"Pintér László;S. Szigethy Anna","Schnecken aus Sizilien = Sziciliai csigák"
"Soosiana","4","1976","08_Soosiana_1976_4_Mienis_39-43","39","43",NA,"Mienis, Henk K.","On the identity of Rapana pontica Nordsieck, 1969 = A Rapana pontica Nordsieck, 1969 meghatározásáról"
"Soosiana","4","1976","09_Soosiana_1976_4_Krolopp_44","44","44",NA,"Krolopp Endre","Felkérés a malakológus kollégákhoz!"
"Soosiana","4","1976","10_Soosiana_1976_4_Pinter_45-46","45","46",NA,"Pintér László;S. Szigethy Anna","Eine Schneckenausbeute aus Kuba. Ergänzungen I. = Kubai csigák. Kiegészítés I."
"Soosiana","4","1976","11_Soosiana_1976_4_Varga_47-50","47","50",NA,"Varga András","Adatok a Börzsöny hegység puhaestű faunájához"
"Soosiana","4","1976","12_Soosiana_1976_4_Krolopp_51-56","51","56",NA,"Krolopp Endre","Melanoides tuberculata (O. F. Müller 1774) a magyarországi pleisztocén képződményekből"
"Soosiana","4","1976","13_Soosiana_1976_4_Domokos_57-60","57","60",NA,"Domokos Tamás","Anisus septemgyratus (Rossmässler) és az Anisus leucostoma (Millet) fajok statisztikus vizsgálata I."
"Soosiana","4","1976","14_Soosiana_1976_4_Kovacs_61","61","61",NA,"Kovács Gyula","Az Oxychilus (Riedelius) montivagus (Kimakowicz 1890) újabb romániai lelőhelye"
"Soosiana","4","1976","15_Soosiana_1976_4_Kovacs_62","62","62",NA,"Kovács Gyula","A Cepaea nemoralis (L.) faj lelőhelye Magyarországon"
"Soosiana","5","1977","01_Soosiana_1977_5_I-VI","I","VI",NA,"","Front matter"
"Soosiana","5","1977","02_Soosiana_1977_5_Anonim_1-2","1","2",NA,"","A 2. Magyar Malakológus Találkozó Baja, 1976"
"Soosiana","5","1977","03_Soosiana_1977_5_Csongor_3-8","3","8",NA,"Csongor Győző","Czógler Kálmán a szegedi faunakutatás magvetője"
"Soosiana","5","1977","04_Soosiana_1977_5_Szonoky_9-16","9","16",NA,"Szónoky Miklós","Kagyló - féreg paleobiocönózis életnyomai a Szeged környéki mélyfúrások pannóniai üledékeiből"
"Soosiana","5","1977","05_Soosiana_1977_5_Fukoh_17-26","17","26",NA,"Fűköh Levente","A Fejér megyei Sárrét holocén Mollusca-faunájának biosztratigráfiai vizsgálata"
"Soosiana","5","1977","06_Soosiana_1977_5_Gerencser_27-34","27","34",NA,"Gerencsér László","A magyarországi Viviparus fajok szülési folyamata"
"Soosiana","5","1977","07_Soosiana_1977_5_Domokos_35-46","35","46",NA,"Domokos Tamás","Anisus septemgyratus (Rossmässler) és az Anisus leucostoma (Millet) fajok statisztikus vizsgálata II/1."
"Soosiana","5","1977","08_Soosiana_1977_5_Varga_47-50","47","50",NA,"Varga András","Malakológiai újdonságok a Mátra-hegységből"
"Soosiana","5","1977","09_Soosiana_1977_5_Baba_51-58","51","58",NA,"Bába Károly","Adatok a Szádelői völgy puhatestű faunájához. (A légszennyeződés hatásának egy megfigyelt esete)"
"Soosiana","5","1977","10_Soosiana_1977_5_Kovacs_59-62","59","62",NA,"Kovács Gyula","Újabb adatok a Vadu Crisului-i szurdokvölgy mészkőszikláinak csiga-faunájához (Román Szocialista Köztársaság)"
"Soosiana","5","1977","11_Soosiana_1977_5_Frank_63-70","63","70",NA,"Frank, Christa","A Keleti-Alpok peremén őshonos Clausilia dubia gracilior Clessin 1887 előfordulása a középső Mura-völgyben és a Mürztől délre"
"Soosiana","5","1977","12_Soosiana_1977_5_Subai_71-73","71","73",NA,"Subai Péter","Két trópusi édesvizi csigáról"
"Soosiana","6","1978","01_Soosiana_1978_6_I-VI","I","VI",NA,"","Front matter"
"Soosiana","6","1978","02_Soosiana_1978_6_PinterL_1-2","1","2",NA,"Pintér László","Beszámoló a VI. Európai Malakológiai Kongresszusról"
"Soosiana","6","1978","03_Soosiana_1978_6_Krolopp_3-8","3","8",NA,"Krolopp Endre","A Corbicula fluminalis (O. F. Müller 1774) előfordulása a magyarországi pleisztocén üledékekben"
"Soosiana","6","1978","04_Soosiana_1978_6_Merenyi_9-16","9","16",NA,"Merényi László","Néhány közvetett fejlődésű métely puhatestű köztigazdája"
"Soosiana","6","1978","05_Soosiana_1978_6_PinterI_17-20","17","20",NA,"Pintér István","A tájgyűjtés szerepe a csigafauna kutatásában"
"Soosiana","6","1978","06_Soosiana_1978_6_Szonoky_21-26","21","26",NA,"Szónoky Miklós","Biosztratinómiai és fosszilizációs megfigyelések dél-alföldi infúziós löszök molluszkáin"
"Soosiana","6","1978","07_Soosiana_1978_6_PinterL_27-30","27","30",NA,"Pintér László","Die Publikationsdaten der in Ungarn lebenden Süsswassermollusken = A magyarországi vizi puhatestűek publikációs adatai"
"Soosiana","6","1978","08_Soosiana_1978_6_Varga_31-34","31","34",NA,"Varga András","A Trichia lubomirskii (Slosarski) új lelőhelye Magyarországon"
"Soosiana","6","1978","09_Soosiana_1978_6_KissJB_35-44","35","44",NA,"Kiss J. Botond;Rékási József;Richnovszky Andor","Romániában gyűjtött vadmadarak csigatápláléka"
"Soosiana","6","1978","10_Soosiana_1978_6_Domokos_45-50","45","50",NA,"Domokos Tamás","Az Anisus septemgyratus (Rossmässler) faj növekedési vonalairól"
"Soosiana","6","1978","11_Soosiana_1978_6_Szonoky_51-55","51","55",NA,"Szónoky Miklós","Paleopatológiás jelenség felső-oligocén korú Turritella (Haustator) venus margarethae Gaál csigahéjakon"
"Soosiana","6","1978","12_Soosiana_1978_6_Weintrager_56","56","56",NA,"Weintrager Adolf","A csiga (rajz = drawing)"
"Soosiana","6","1978","13_Soosiana_1978_6_Frank_57-66","57","66",NA,"Frank, Christa","Két Iphigena-faj előfordulása és vertikális elterjedése D-Ny és K-Steierországban"
"Soosiana","6","1978","14_Soosiana_1978_6_Ferenc_67-72","67","72",NA,"Ferenc Magda;Kovács Gyula;Richnovszky Andor","Malakológiai vizsgálatok az Alföld szikes tavain"
"Soosiana","6","1978","15_Soosiana_1978_6_PinterL_73-75","73","75",NA,"Pintér László","Potamopyrgus jenkinsi (E. A. Smith 1889) in Ungarn (Gastropoda: Hydobiidae) = Új faj Magyarországon: Potamopyrgus jenkinsi (Smith)"
"Soosiana","7","1979","01_Soosiana_1979_7_I-VI","I","VI",NA,"","Front matter"
"Soosiana","7","1979","02_Soosiana_1979_7_Krolopp_1-2","1","2",NA,"Krolopp Endre","Megemlékezés Soós Lajosról (1879-1972)"
"Soosiana","7","1979","03_Soosiana_1979_7_PinterI_3-4","3","4",NA,"Pintér István","Megemlékezés Smuk Antal-ról (1904-1978)"
"Soosiana","7","1979","04_Soosiana_1979_7_PinterL_5-8","5","8",NA,"Pintér László","Bericht über das III. Ungarische Malakogentreffen (1978) = Beszámoló a III. Magyar Malakológustalálkozóról (1978)"
"Soosiana","7","1979","05_Soosiana_1979_7_Krolopp_9-10","9","10",NA,"Krolopp Endre","Anisus strauchianus (Clessin, 1886) a magyarországi pleisztocén üledékekből"
"Soosiana","7","1979","06_Soosiana_1979_7_Frank_11-30","11","30",NA,"Frank, Christa","Zur landschaftsstrukturell bedingten Variabilität in der Gehäusemorphologie und ökologischen Potenz verschiedener heimischer Landpulmonaten = Néhány szárazföldi csigánk tájszerkezettől függő változékonysága és eltérő ökológiai potenciája"
"Soosiana","7","1979","07_Soosiana_1979_7_Merenyi_31-34","31","34",NA,"Merényi László","Connection between malacology and parasitology = A parazitológia és a malakológia kapcsolata"
"Soosiana","7","1979","08_Soosiana_1979_7_Kovacs_35-36","35","36",NA,"Kovács Gyula","Új vizi csigafaj Magyarországon [Helisoma trivolvis]"
"Soosiana","7","1979","09_Soosiana_1979_7_PinterL_37-42","37","42",NA,"Pintér László;S. Szigethy Anna","Was ist Helix (Trichia) kusmici Clessin 1887 (Gastropoda: Helicidae)? = Mi a Helix (Trichia) kusmici Clessin 1887 (Gastropoda: Helicidae) rendszertani helyzete?"
"Soosiana","7","1979","10_Soosiana_1979_7_Varga_43-45","43","45",NA,"Varga András","A Vertigo substriata (Jeffreys, 1833) Magyarországon"
"Soosiana","7","1979","11_Soosiana_1979_7_Tyahun_46","46","46",NA,"Tyahun Szabolcs","Tengeri csiga- és kagylókiállítás az Állatkertben"
"Soosiana","7","1979","12_Soosiana_1979_7_Domokos_47-56","47","56",NA,"Domokos Tamás","Adatok a Chondrula tridens (O. F. Müller) biometriájához"
"Soosiana","7","1979","13_Soosiana_1979_7_Szabo_57-68","57","68",NA,"Szabó Sándor","Faunisztikai és mennyiségi vizsgálatok a Felső-Kiskunság néhány csatornájában"
"Soosiana","7","1979","14_Soosiana_1979_7_Mienis_69-70","69","70",NA,"Mienis, Henk K.","Two new record of land snails attacked by glow-worms = Két új feljegyzés szárazföldi csigákat támadó szentjánosbogarakról"
"Soosiana","7","1979","15_Soosiana_1979_7_Paraszka_71-76","71","76",NA,"Parászka László","Néhány adat Bicske Mollusca-faunájához"
"Soosiana","7","1979","16_Soosiana_1979_7_Domokos_77-82","77","82",NA,"Domokos Tamás","Az Unionidae család héjszerkezetéről"
"Soosiana","7","1979","17_Soosiana_1979_7_Krolopp_82","82","82",NA,"Krolopp Endre","Scanning (sztereoscan) felvételek csigákról"
"Soosiana","7","1979","18_Soosiana_1979_7_Seidl_56-61","56","61",NA,"Seidl, Fritz, ifj.","Neue und wenig bekannte Sammel- und Präparationsmethoden für Land- und Süsswassermollusken = Új, kevésbé ismert gyűjtő és preparáló módszerek édesvizi és szárazföldi puhatestűekhez"
"Soosiana","7","1979","19_Soosiana_1979_7_Lisicky_89-92","89","92",NA,"Lisicky, M. J.","Nennenswerte Nacktschneckenfunde aus der Slowakei = Jelentős meztelen csiga-előfordulások Szlovákiában"
"Soosiana","7","1979","20_Soosiana_1979_7_PinterI_93-94","93","94",NA,"Pintér István","Felső-magyarországi csigaadatok"
"Soosiana","7","1979","21_Soosiana_1979_7_PinterL_95-96","95","96",NA,"Pintér László;Podani János","Oxychilus (Ortizius) translucidus (Mortillet 1854) Magyarországon (Gastropoda: Zonitidae)"
"Soosiana","7","1979","22_Soosiana_1979_7_PinterL_97-108","97","108",NA,"Pintér László;S. Szigethy Anna","Die Verbreitung der rezenten Mollusken Ungarns: Neunachweise und Berichtigungen, I. = A magyarországi recens puhatestűek elterjedése: Kiegészítések és helyesbítések, I."
"Soosiana","7","1979","23_Soosiana_1979_7_Baba_109","109","109",NA,"Bába Károly","Az Olasz Malakológiai Társaság IV. Kongresszusa"
"Soosiana","7","1979","24_Soosiana_1979_7_Anonim_110","110","110",NA,"","Hírek"
"Soosiana","8","1980","01_Soosiana_1980_8_I-VI","I","VI",NA,"","Front matter"
"Soosiana","8","1980","02_Soosiana_1980_8_Varga_1-2","1","2",NA,"Varga András","Bericht über das IV. Ungarische Malakologentreffen (1979) = Beszámoló a IV. Magyar Malakológustalálkozóról (1979)"
"Soosiana","8","1980","03_Soosiana_1980_8_Merenyi_3-4","3","4",NA,"Merényi László","A kannibalizmus egy megfigyelt esete akváriumban tartott Lymnaea stagnatilis (L.) egyedek között"
"Soosiana","8","1980","04_Soosiana_1980_8_Domokos_5-8","5","8",NA,"Domokos Tamás","Megjegyzések néhány magyarországi puhatestű héjszerkezetéhez"
"Soosiana","8","1980","05_Soosiana_1980_8_Otto_9-10","9","10",NA,"Ottó Lajos","Levél a szerkesztőnek: A Lipót községi termálfürdő puhatestűi"
"Soosiana","8","1980","06_Soosiana_1980_8_Varga_11-14","11","14",NA,"Varga András","Adatok a Medves-hegység puhatestű-faunájához"
"Soosiana","8","1980","07_Soosiana_1980_8_Richnovszky_15-16","15","16",NA,"Richnovszky Andor;Kiss Tibor","Die Wirkung von Agrarchemikalien auf die Molluskenfauna I. = Vegyszerezés hatása a Mollusca-faunára I."
"Soosiana","8","1980","08_Soosiana_1980_8_Szonoky_17-20","17","20",NA,"Szónoky Miklós","Odanőtt gyöngyök és gyöngyház-kinövések pliocénkori Congeriákon és Uniokon"
"Soosiana","8","1980","09_Soosiana_1980_8_Krolopp_21-23","21","23",NA,"Krolopp Endre","Fosszilis Unio-gyöngyök a magyarországi pleisztocén üledékekből"
"Soosiana","8","1980","10_Soosiana_1980_8_Krolopp_24","24","24",NA,"Krolopp Endre","Adatok az Ancylus fluviatilis O. F. Müller 1774 magyarországi recens és pleisztocén elterjedéséhez"
"Soosiana","8","1980","11_Soosiana_1980_8_Podani_25-27","25","27",NA,"Podani János","A Vácrátóti Arborétum puhatestű-faunája"
"Soosiana","8","1980","12_Soosiana_1980_8_Podani_28","28","28",NA,"Podani János","A Clausilia parvula Fér. új hazai lelőhelye"
"Soosiana","8","1980","13_Soosiana_1980_8_Varga_29-32","29","32",NA,"Varga András","Adatok a Perforatella incarnata (O. F. Müller 1774) biológiájának ismeretéhez"
"Soosiana","8","1980","14_Soosiana_1980_8_Mienis_33-34","33","34",NA,"Mienis, Henk K.","Oxychilus (Ortizius) translucidus (Mortillet 1854) also in Israel = Oxychilus (Ortizius) translucidus (Mortillet 1854) előfordulása Izraelben"
"Soosiana","8","1980","15_Soosiana_1980_8_PinterI_35-44","35","44",NA,"Pintér István","Győr-Sopron megye puhatestűi: Az eddigi kutatások felmérése (1979)"
"Soosiana","8","1980","16_Soosiana_1980_8_PinterL_45-46","45","46",NA,"Pintér László","Die Vitrea-Arten der MOUSSONschen Sammlung, Zürich = A zürichi MOUSSON-gyűjtemény Vitreái"
"Soosiana","8","1980","17_Soosiana_1980_8_Varga_47-48","47","48",NA,"Varga András","A Boettgerilla pallens Simroth 1912 újabb magyarországi lelőhelye"
"Soosiana","8","1980","18_Soosiana_1980_8_Eross_49-54","49","54",NA,"Erőss Zoltán Péter","Adatok a Déli-Börzsöny puhatestű-faunájához"
"Soosiana","8","1980","19_Soosiana_1980_8_Szabo_55-64","55","64",NA,"Szabó Sándor","Adatok a Felső-Kiskunság vizi puhatestűinek elterjedéséhez és mennyiségi viszonyaihoz"
"Soosiana","8","1980","20_Soosiana_1980_8_PinterL_65-80","65","80",NA,"Pintér László;S. Szigethy Anna","Die Verbreitung der rezenten Mollusken Ungarns: Neunachweise und Berichtigungen II. = A magyarországi recens puhatestűek elterjedése: Kiegészítések és helyesbítések II."
"Soosiana","8","1980","21_Soosiana_1980_8_Kiss_81-84","81","84",NA,"Kiss Éva","Malakológiai évfordulók, 1980"
