"Journal","Volume","Year","File","Start","End","DOI","Authors","Title"
"Soosiana","21","1995-2000","09_Soosiana_1995-2000_21_23-28_Pelbart_50","50","50",NA,"","Computer graphics"
"Soosiana","21","1995-2000","10_Soosiana_1995-2000_21_23-28_Mienis_51-53","51","53",NA,"Mienis, Henk K.","Egyedülálló gyöngyformák a vörös-tengeri Anadara vellicata kagylókon"
"Soosiana","21","1995-2000","11_Soosiana_1995-2000_21_23-28_Pelbart_54","54","54",NA,"","Graphics"
"Soosiana","21","1995-2000","12_Soosiana_1995-2000_21_23-28_Smit-Baba_55-64","55","64",NA,"Smit, Martinus De;Bába Károly","Adatok Dél-Kefallónia (Görögország) Mollusca faunájához"
"Soosiana","21","1995-2000","13_Soosiana_1995-2000_21_23-28_Pelbart_65-72","65","72",NA,"Pelbárt Jenő","A Polyplacophora osztály rendszertani sémái"
"Soosiana","21","1995-2000","14_Soosiana_1995-2000_21_23-28_Gulyas_73-80","73","80",NA,"Gulyás Sándor","Új kvantitatív morfometriai módszerek alkalmazási lehetőségei a taxonómiai és a paleontológiai vizsgálatokban"
"Soosiana","22","2001","01_Soosiana_2001_22_25_I-IV","I","IV",NA,"","Front matter"
"Soosiana","22","2001","02_Soosiana_2001_22_25_Sumegi_3-4","3","4",NA,"Sümegi Pál","Szerkesztői útmutató"
"Soosiana","22","2001","03_Soosiana_2001_22_25_Solymos_5-6","5","6",NA,"Sólymos Péter","Beszámoló a 2001-es londoni Mollusca Fórumról"
"Soosiana","22","2001","04_Soosiana_2001_22_25_Sumegi-Gulyas_7-8","7","8",NA,"Sümegi Pál;Gulyás Sándor","Beszámoló a XXVI. Magyar Malakológus Találkozóról"
"Soosiana","22","2001","05_Soosiana_2001_22_25_Czirak-Domokos_9-10","9","10",NA,"Czirák Zoltán;Domokos Tamás","Magyarország védett puhatestűinek listája a második tárcaközi egyeztetés előtt"
"Soosiana","22","2001","06_Soosiana_2001_22_25_Domokos_11-26","11","26",NA,"Domokos Tamás(Mollusca, Gastropoda)","Adatok a Chilostoma banatica (E. A. Rossmässler, 1838) Sitkai-erdőből (Békés megye, Gyulavári) gyűjtött egyedeinek héjmorfológiájához és annak klímafüggéséhez (Mollusca, Gastropoda)"
"Soosiana","22","2001","07_Soosiana_2001_22_25_Mienis_27-29","27","29",NA,"Mienis, Henk K.","Adatok az Acrosterigma attenuatum (Bivalvia: Cardiidae) vörös-tengeri előfordulásához"
"Soosiana","22","2001","08_Soosiana_2001_22_25_Pelbart_30","30","30",NA,"","KÖNYVISMERTETÉS: Pelbárt Jenő: Magyarország Mollusca faunájának rendszertani összefüggései. Grafon Kiadó"
"Soosiana","22","2001","09_Soosiana_2001_22_25_Sumegi-Krolopp_31-48","31","48",NA,"Sümegi Pál;Krolopp Endre","A Kárpát-medence őskörnyezeti állapota a felső-würm egy éghajlati eseménye során. II. rész"
"Soosiana","22","2001","10_Soosiana_2001_22_25_Baba_49-54","49","54",NA,"Bába Károly","Dreissenidae familia areaanalitikus állatföldrajzi beosztása"
"Soosiana","22","2001","11_Soosiana_2001_22_25_Pelbart_55-60","55","60",NA,"Pelbárt Jenő","Nagy meztelencsigák násztánca"
"Soosiana","22","2001","12_Soosiana_2001_22_25_Solymos_61-72","61","72",NA,"Sólymos Péter","Adatok a három hazai Truncatellina Lowe (Gastropoda, Vertiginidae) faj élőhely preferenciájához"
"Soosiana","22","2001","13_Soosiana_2001_22_25_Gulyas-etal_73-80","73","80",NA,"Gulyás Sándor;Sivók Balázs;Szónoky Miklós","Biometriai célú, tengelyirányú csigametszet vizsgálatok fogászati röntgennel, pannon-tavi Planorbidákon"
"Soosiana","23","2002","01_Soosiana_2002_23_I-IV","I","IV",NA,"","Front matter"
"Soosiana","23","2002","02_Soosiana_2002_23_Sumegi_3","3","3",NA,"Sümegi Pál","Szerkesztői útmutató"
"Soosiana","23","2002","03_Soosiana_2002_23_Sumegi_4","4","4",NA,"","Sümegi Pál: A negyedidőszak földtani és őskörnyezettani alapjai. JATE Press, Szeged, 2001. 262 oldal, 79 ábra, papírkötésben, ára: 2000.-Ft"
"Soosiana","23","2002","04_Soosiana_2002_23_Solymos_5-6","5","6",NA,"Sólymos Péter","Beszámoló a 2002-es Mollusca Fórumról"
"Soosiana","23","2002","05_Soosiana_2002_23_Domokos_7-8","7","8",NA,"Domokos Tamás","A Malakológiai Tájékoztatóról, a 20. kötet megjelenésének apropójából"
"Soosiana","23","2002","06_Soosiana_2002_23_Pelbart_9-12","9","12",NA,"Pelbárt Jenő","Beszámoló a XXVII. Magyar Malakológus Találkozóról, Csurgó, 2002."
"Soosiana","23","2002","07_Soosiana_2002_23_Gulyas-Sumegi_13-14","13","14",NA,"Gulyás Sándor;Sümegi Pál","Beszámoló az Európai Malakológiai Társaságok II. Nemzetközi Találkozójáról, Vigó, Spanyolország"
"Soosiana","23","2002","08_Soosiana_2002_23_Pelbart_15-20","15","20",NA,"Pelbárt Jenő","1702-2002. Háromszáz éves a magyar malakológia"
"Soosiana","23","2002","09_Soosiana_2002_23_Domokos_21-29","21","29",NA,"Domokos Tamás","A Hygromia kovacsi Varga & Pintér Fekete- és Fehér-Körös menti előfordulásának vizsgálatai I. (Az előfordulási helyek pontos lehatárolása)"
"Soosiana","23","2002","10_Soosiana_2002_23_Gulyas_etal_31-35","31","35",NA,"Gulyás Sándor;Cziczer István;Magyar Imre;Szónoky Miklós","Pásztázó elektronmikrószkópos héjszerkezet vizsgálatok pannon-tavi, mélyvízi tüdőscsigákon"
"Soosiana","23","2002","11_Soosiana_2002_23_Baba_etal_37-48","37","48",NA,"Bába Károly;Sári Diana;Tóth Tibor","Kagylócönózisok különböző aljzaton. A 2000. évi nehézfémszennyezés"
"Soosiana","23","2002","12_Soosiana_2002_23_Steffek-Lucivjanska_49-73","49","73",NA,"Steffek, Jozef;Lucivjanská, V.","A Duna szlovákiai szakaszának puhatestű (Mollusca) faunája"
"Soosiana","23","2002","13_Soosiana_2002_23_Deli_75-80","75","80",NA,"Deli Tamás","Adatok az Aggteleki Nemzeti Park szárazföldi csigafaunájának ismeretéhez. I. rész"
"Soosiana","24","2003","01_Soosiana_2003_24_I-IV","I","IV",NA,"","Front matter"
"Soosiana","24","2003","02_Soosiana_2003_24_Sumegi_3","3","3",NA,"Sümegi Pál","Szerkesztői útmutató"
"Soosiana","24","2003","03_Soosiana_2003_24_Szonoky_4","4","4",NA,"Szónoky Miklós","Sümegi Pál: A régészeti geológia és a történeti ökológia alapjai"
"Soosiana","24","2003","04_Soosiana_2003_24_Sumegi_5-6","5","6",NA,"Sümegi Pál","A Magyar Malakológiai Folyóirat, a Soosiana 30 éves lett"
"Soosiana","24","2003","05_Soosiana_2003_24_Hiroldal_7","7","7",NA,"","Pedagógus kutatói pályadíj"
"Soosiana","24","2003","06_Soosiana_2003_24_Pelbart_9-12","9","12",NA,"Pelbárt Jenő","Beszámoló a XXVIII. Magyar Malakológus találkozóról, Baja, 2003"
"Soosiana","24","2003","07_Soosiana_2003_24_Pelbart_13-20","13","20",NA,"Pelbárt Jenő","A GPS navigációs malakológiai gyűjtés előnyei"
"Soosiana","24","2003","08_Soosiana_2003_24_Feher-Drimmer_21-25","21","25",NA,"Fehér Zoltán;Drimmer László","A Megyeri-gyűjtemény puhatestű anyaga"
"Soosiana","24","2003","09_Soosiana_2003_24_Richnovszky-Rekasi_27-30","27","30",NA,"Richnovszky Andor;Rékási József","Adatok a Pannonhalmi Bencés Gimnázium Mollusca gyűjteményéhez. II. rész"
"Soosiana","24","2003","10_Soosiana_2003_24_Domokos_31-42","31","42",NA,"Domokos Tamás","A geszti Szépapó- (Vátyoni-) erdő (Békés megye) malakofaunája és a fogatlan oszlopcsiga [Columella edentula (Draparnaud 1805)] előfordulásának körülményei. I. rész"
"Soosiana","24","2003","11_Soosiana_2003_24_Deli_43-50","43","50",NA,"Deli Tamás","Adatok az Aggteleki Nemzeti Park szárazföldi csigafaunájának ismeretéhez. II. rész"
"Soosiana","24","2003","12_Soosiana_2003_24_Baba_51-56","51","56",NA,"Bába Károly","A Physidae család fajainak areaanalitikus állatföldrajzi beosztása"
"Soosiana","24","2003","13_Soosiana_2003_24_Lennert_57-65","57","65",NA,"Lennert József","A geszti Szépapó- (Vátyoni-) erdő (Békés megye) malakofaunája és a fogatlan oszlopcsiga [Columella edentula (Draparnaud 1805)] előfordulásának körülményei. II. rész"
"Soosiana","24","2003","14_Soosiana_2003_24_Edlinger_67-80","67","80",NA,"Edlinger, Karl","Az Albinaria grisea (Deshayes 1833) faj morfológiai variabilitása a Peloponnészoszi-félsziget délkeleti részén"
"Soosiana","25","2004","01_Soosiana_2004_25_Suppl_Gulyas-Sumegi_5-60","5","60",NA,"Gulyás Sándor;Sümegi Pál","Kagylógyűjtés a korai neolitikumban Magyarországon egy Körös lelőhely Tiszapüspöki példáján: módszerek és eredmények"
"Soosiana","26","2005","01_Soosiana_2005_26_I-IV","I","IV",NA,"","Front matter"
"Soosiana","26","2005","02_Soosiana_2005_25_Sumegi_3","3","3",NA,"Sümegi Pál","Szerkesztői útmutató"
"Soosiana","26","2005","03_Soosiana_2005_25_Sumegi_4","4","4",NA,"Gulyás Sándor","Könyvismertetés: Loess and Upper Paleolithic environment in Hungary"
"Soosiana","26","2005","04_Soosiana_2005_25_Gulyas_5-6","5","6",NA,"Gulyás Sándor","Beszámoló a 34. Nemzetközi Archeometriai Konferenciáról, Zaragoza, Spanyolország"
"Soosiana","26","2005","05_Soosiana_2005_25_Szekeres_7-9","7","9",NA,"Szekeres Miklós","29. Magyar Malakológus Találkozó, Nagyszeben, 2004"
"Soosiana","26","2005","06_Soosiana_2005_25_Buncsak_hiroldal_10","10","10",NA,"Buncsák Katalin","Híroldal"
"Soosiana","26","2005","07_Soosiana_2005_25_Domokos_11-14","11","14",NA,"Domokos Tamás","A XXX. Magyar Malakológus Találkozó Békéscsabán (2005. 09. 23-25.)"
"Soosiana","26","2005","08_Soosiana_2005_25_Szabo_15-22","15","22",NA,"Szabó Sándor","Somogy-Csurgón, Dr. Kovács Gyula nyomában"
"Soosiana","26","2005","09_Soosiana_2005_25_Domokos_etal_23-35","23","35",NA,"Domokos Tamás;Fintha István;Gaskó Béla","A Drobacia banatica (Rossmássler) (bánáti csiga) magyarországi előfordulásáról"
"Soosiana","26","2005","10_Soosiana_2005_25_Baba_37-56","37","56",NA,"Bába Károly","A Lymnaea család fajainak area-analítikus állatföldrajzi beosztása"
"Soosiana","26","2005","11_Soosiana_2005_25_Domokos_57-68","57","68",NA,"Domokos Tamás","A Hygromia kovacsi Varga éz Pintér Fekete-Körös menti előfordulásának vizsgálata II. (Az előfordulási helyek pontos lehatárolása)"
"Soosiana","26","2005","12_Soosiana_2005_25_Baba_69-74","69","74",NA,"Bába Károly","A Bithyniidae család area-analítikus állatföldrajzi beosztása"
"Soosiana","26","2005","13_Soosiana_2005_25_Baba_75-80","75","80",NA,"Bába Károly","Az Ancylidae és az Acxroloxidae család area-analítikus állatföldrajzi beosztása"
"Soosiana","27-28","2006-2007","01_Soosiana_2006-7_27-28_I-IV","I","IV",NA,"","Front matter"
"Soosiana","27-28","2006-2007","02_Soosiana_2006-7_27-28_Sumegi_3","3","3",NA,"Sümegi Pál","Szerkesztői útmutató"
"Soosiana","27-28","2006-2007","03_Soosiana_2006-7_27-28_Sumegi_4","4","4",NA,"Gulyás Sándor","Könyvismertetés: Pál Sümegi: Loess and Upper Paleolithic environment in Hungary"
"Soosiana","27-28","2006-2007","04_Soosiana_2006-7_27-28_Wagner_jun_5-18","5","18",NA,"Wagner, Ifj. János","Dr. Wagner János születésének 100. évfordulójára"
"Soosiana","27-28","2006-2007","05_Soosiana_2006-7_27-28_Domokos_19-20","19","20",NA,"Domokos Tamás","Beszámoló a XXXI. Magyar Malakológus Találkozóról, Szeged, 2006"
"Soosiana","27-28","2006-2007","06_Soosiana_2006-7_27-28_Baba_21-35","21","35",NA,"Bába Károly","A Tisza és mellékfolyóinak vízi puhatestű faunája"
"Soosiana","27-28","2006-2007","07_Soosiana_2006-7_27-28_Buncsak_36","36","36",NA,"Buncsák Katalin","Könyvajánló: Domokos Tamás - Pelbárt Jenő: Magyarország védett puhatestűi"
"Soosiana","27-28","2006-2007","08_Soosiana_2006-7_27-28_Domokos_37-38","37","38",NA,"Domokos Tamás","Könyvajánló: Mike Severns: Hawaiian Seashells"
"Soosiana","27-28","2006-2007","09_Soosiana_2006-7_27-28_Solymos_etal_39-43","39","43",NA,"Sólymos Péter;Czentye Ibolya;Tutkovics Bernadett","Szárazföldi csigák mikro-léptékű eloszlási viszonyai egy homogén égeres állományban"
"Soosiana","27-28","2006-2007","10_Soosiana_2006-7_27-28_Buncsak_44","44","44",NA,"Buncsák Katalin","Szakirodalom ajánló: Pelbárt Jenő - Domokos Tamás: A magyarországi recens puhatestűek (Mollusca) magyar köznyelvi elnevezései (2005)"
"Soosiana","27-28","2006-2007","11_Soosiana_2006-7_27-28_Andrei-Vancsa_45-55","45","55",NA,"Andrei,Gabriela;Váncsa Klára","Emlékezés Alexandru V. Grossu professzor úrra (1910-2004), a XX. század egyik jól ismert malakológusára"
"Soosiana","27-28","2006-2007","12_Soosiana_2006-7_27-28_Dovgal_57-58","57","58",NA,"Dovgal, Igor V.","A tudomány nagy vesztesége: Alexei V. Koniushin (1962. 12. 07.-2004. 01. 08.)"
"Soosiana","27-28","2006-2007","13_Soosiana_2006-7_27-28_Domokos-Deli_59-66","59","66",NA,"Domokos Tamás;Deli Tamás","Újabb adatok (Geszt, Cégénydányád) és gondolatok (Soimos) a Drobacia / Helicigona banatica (ROSSMÁSSLER, 1838), bánáti szalagoscsiga magyarországi előfordulásához"
"Soosiana","27-28","2006-2007","14_Soosiana_2006-7_27-28_Baba_67-69","67","69",NA,"Bába Károly","Töserdő és Tiszaalpár közötti területek és holtág vízi faunája"
"Soosiana","27-28","2006-2007","15_Soosiana_2006-7_27-28_Baba_70-80","70","80",NA,"Bába Károly","Az Adriatomediterrán terület (Itália) Hydrobiidae fajai"
"Soosiana","29","2008","01_Soosiana_2008_29_I-IV","I","IV",NA,"","Front matter"
"Soosiana","29","2008","02_Soosiana_2008_29_Fukoh_3-4","3","4",NA,"Levente Fűköh","In memoriam dr. Károly Bába (1935-2007)"
"Soosiana","29","2008","03_Soosiana_2008_29_Baba_5-7","5","7",NA,"Bába Károly","A Palearktisz Bivalviáinak areaanalítikus állatföldrajzi megoszlása"
"Soosiana","29","2008","04_Soosiana_2008_29_Baba_8-12","8","12",NA,"Bába Károly","A Valvatidae család fajainak areaanalítikus állatföldrajzi beosztása"
"Soosiana","29","2008","05_Soosiana_2008_29_Baba_13-17","13","17",NA,"Bába Károly","A Viviparidae fajok areaanalítikus állatföldrajzi beosztása"
"Soosiana","29","2008","06_Soosiana_2008_29_Baba_18-29","18","29",NA,"Bába Károly","A Planorbidae család képviselőinek areaanalítikus állatföldrajzi beosztása"
"Soosiana","29","2008","07_Soosiana_2008_29_Baba_30-74","30","74",NA,"Bába Károly","Európa keleti és déli részén élő Hydrobiidae fajok areaanalítikus állatföldrajzi beosztása"
"Soosiana","30-31","2009-2010","01_Soosiana_2009-2010_30-31_I-IV","I","IV",NA,"","Front matter"
"Soosiana","30-31","2009-2010","02_Soosiana_2009-2010_30-31_Sumegi_3","3","3",NA,"","Szerkesztői útmutató"
"Soosiana","30-31","2009-2010","03_Soosiana_2009-2010_30-31_Buncsak_4","4","4",NA,"Buncsák Katalin","Könyvismertetés: Domokos Tamás - Pelbárt Jenő: Magyarország védett puhatestűi"
"Soosiana","30-31","2009-2010","04_Soosiana_2009-2010_30-31_Pelbart_5","5","5",NA,"Pelbárt Jenő","Könyvismertetés: Dirk Fehse - Jozef Grego: Revision of the TRIVELLONA Iredale, 1931 (Mollusca: Gastropoda: Triviidae). ALLIED COWRIES. Contribution on the knowledgeof TRIVIIDAE"
"Soosiana","30-31","2009-2010","05_Soosiana_2009-2010_30-31_Fechse-Grego_6-24","6","24",NA,"Fehse, Dirk;Grego, Josef","English Summary to Revision of the TRIVELLONA Iredale, 1931 (Mollusca: Gastropoda: Triviidae). ALLIED COWRIES. Contribution on the knowledge of TRIVIIDAE"
"Soosiana","30-31","2009-2010","06_Soosiana_2009-2010_30-31_Baba_25-30","25","30",NA,"Bába Károly","Ponto-mediterrán Hydrobiidae fajok ITL."
"Soosiana","30-31","2009-2010","07_Soosiana_2009-2010_30-31_Baba_31-42","31","42",NA,"Bába Károly","A Palearktisz keleti részén élő Hydrobiidae fajok areaanalítikus állatföldrajzi beosztása"
"Soosiana","30-31","2009-2010","08_Soosiana_2009-2010_30-31_Domokos_43-51","43","51",NA,"Domokos Tamás","A dobozi pikkelyescsiga (Kovacsia kovacsi) VARGA et PINTÉR 1972) elterjedése Közép- és Dél-Békésben"
"Soosiana","30-31","2009-2010","09_Soosiana_2009-2010_30-31_Pall-Gergely_53-54","53","54",NA,"Páll-Gergely Barna","Beszámoló a XXXI. Magyar Malakológus Találkozóról"
"Soosiana","30-31","2009-2010","10_Soosiana_2009-2010_30-31_Feher_etal_55-57","55","57",NA,"Fehér Zoltán;Varga András;Erőss Zoltán Péter","In memoriam Drimmer László (1925-2009)"
"Soosiana","30-31","2009-2010","11_Soosiana_2009-2010_30-31_Fukoh_58-60","58","60",NA,"Fűköh Levente","In memoriam Krolopp Endre (1935-2010)"
"Soosiana","32","2013","01_Soosiana_2013_32_I-VI","I","VIII",NA,"","Front matter"
"Soosiana","32","2013","02_Soosiana_2013_32_Matskasi_7-8","7","7",NA,"Matskási István","Lectori salutem!"
"Soosiana","32","2013","03_Soosiana_2013_32_Eross_9-12","9","12",NA,"Erőss Zoltán Péter","Soós Lajos emlékezete"
"Soosiana","32","2013","04_Soosiana_2013_32_Matskasi_13-18","13","17",NA,"Matskási István","Soós Lajos: Állattan és Parazitológia az állatorvostan hallgatók számára"
"Soosiana","32","2013","05_Soosiana_2013_32_Katona_19-26","19","26",NA,"Katona Lajos","Soós Lajos szerepe a dunántúli pannon malakofaunájának kutatásában"
"Soosiana","32","2013","06_Soosiana_2013_32_Fukoh_27-32","27","32",NA,"Fűköh Levente","A Magyarországi negyedidőszaki malakológiai kutatások áttekintése"
"Soosiana","32","2013","07_Soosiana_2013_32_Szekeres_33-38","33","38",NA,"Szekeres Miklós","Soós Lajos és Az Alopia nem"
"Soosiana","32","2013","08_Soosiana_2013_32_VargaZ_39-52","39","52",NA,"Varga Zoltán","A Kárpát-medence állatföldrajzi tagolódása"
"Soosiana","32","2013","09_Soosiana_2013_32_Deli_53-58","53","58",NA,"Deli Tamás","A Banaticum állatföldrajzi értékelése és jelentősége"
"Soosiana","32","2013","10_Soosiana_2013_32_Feher_59-64","59","64",NA,"Fehér Zoltán","Soós Lajos nevéhez kötődő taxonok annotált listája"
"Soosiana","32","2013","11_Soosiana_2013_32_VargaA_65-70","65","70",NA,"Varga András","Soós Lajos publikációinak jegyzéke"
"Soosiana","32","2013","12_Soosiana_2013_32_Pelbart_71-82","71","82",NA,"Pelbárt Jenő","Hommage á Soós Lajos – A SOOSIANA magyar malakológiai folyóirat története, 1973–2010 (1–38.)"
"Soosiana","32","2013","13_Soosiana_2013_32_Domokos_83-94","83","94",NA,"Domokos Tamás","Soós Lajos neve alatt található szöveges és rajzos dokumentumok a Magyar Természettudományi Múzeum Tudománytörténeti Gyűjteményében"
"Soosiana","32","2013","14_Soosiana_2013_32_Domokos_95-100","95","100",NA,"Domokos Tamás","Soós Lajost ábrázoló, az FS/22 jelzetű borítékban található fényképeka Magyar Természettudományi Múzeum Arcképcsarnokában"
"Soosiana","32","2013","15_Soosiana_2013_32_SoosE_101-102","101","102",NA,"Soós Emőke","Emlékeim nagypapáról"
"Soosiana","32","2013","16_Soosiana_2013_32_Domokos_103-104","103","104",NA,"Domokos Tamás","Találkozásom Soós Lajossal"
"Soosiana","33","2016","01_Soosiana_2016_33_I-VI","I","IV",NA,"","Front matter"
"Soosiana","33","2016","02_Soosiana_2016_33_Pall-Gergely-Mattia_5-10","5","10",NA,"Páll-Gergely B.;De Mattia, W.","Notes on the anatomy of Turkish Orculidae (Gastropoda: Pulmonata: Orthurethra)"
"Soosiana","33","2016","03_Soosiana_2016_33_Szekeres_11-23","11","23",NA,"Szekeres M.","Geographic names in Lajos Soós' publications on the genus Alopia H. & A. Adams (Gastropoda: Clausiliidae)"
"Soosiana","33","2016","04_Soosiana_2016_33_Grego-Steffek_25-30","25","30",NA,"Grego, J;Šteffek, J.","The Biodiversity of Hispaniolan Mollusca"
"Soosiana","33","2016","05_Soosiana_2016_33_Keresztes_31-38","31","38",NA,"Keresztes B.","A cirádás éticsiga [Cornu aspersum (O. F. Müller, 1774)] újabb magyarországi lelőhelye"
"Soosiana","33","2016","06_Soosiana_2016_33_Domokos_39-58","39","58",NA,"Domokos T.(Wenz,1926) as well as some biophysical and biochemical notes","Is Drobacia maeotica a phantom species? Data on the shell morphology, genital morphology, autecology of Drobacia banatica (Rossmässler, 1838) and Drobacia maeotica (Wenz,1926) as well as some biophysical and biochemical notes"
"Soosiana","33","2016","07_Soosiana_2016_33_Domokos-Lennert_59-65","59","65",NA,"Domokos T.;Lennert J.","Újabb adat a Drobacia banatica (Mollusca: Gastropoda: Helicidae) héjmorfológiájához [Bazarul (Cetăţile) Someşului Cald, Bihor Mts., Romania]"
"Soosiana","33","2016","08_Soosiana_2016_33_Domokos_etal_69-70","69","70",NA,"Domokos T.;Erőss Z.;Páll-Gergely B.","A XXXII. Magyar Malakológus Találkozó ‒ Szarvas, 2008"
"Soosiana","33","2016","09_Soosiana_2016_33_Farkas_71-74","71","74",NA,"Farkas R.","Beszámoló a XXXV. Magyar Malakológus Találkozóról ‒ Szögliget: Szalamandra-ház, 2011"
"Soosiana","33","2016","10_Soosiana_2016_33_Pelbart_75-79","75","79",NA,"Pelbárt J.","Megalakult a Magyar Malakológusok Társasága (2008)"
